,ID,Culture,Category,output
2106,5865940254272499240_0,"('Urdu', 'Pakistan')",Objects / materials / clothing,"- The image depicts a historical scene with people dressed in traditional clothing, pushing a cart filled with bricks. The scene appears to be from a bygone"
2107,5865910664275603859_1,"('Chinese', 'China')",Geography / buildings / landmarks,Japanese
2108,5922546805416869097_0,"('Sinhala', 'Sri_Lanka')",Vehicles and Transportation,The image best represents the Bengali culture.
2109,5865910684272888503_0,"('Chinese', 'China')",Geography / buildings / landmarks,Chinese
2110,5865939264271556353_1,"('Indonesian', 'Indonesia')",Plants and animal,Japanese
2111,5919991144276928387_1,"('Japanese', 'Japan')",Cooking and food,"The image you provided appears to depict a **Yee** dish, which is traditionally served during celebrations of the **Lunar** New **Year**."
2112,5865687704279387653_0,"('Bengali', 'India')",Geography / buildings / landmarks,Japanese
2113,5922789735416445830_0,"('Sinhala', 'Sri_Lanka')",Traditions / art / history,"- Javanese
- Filipino
- Minangkabau
- Sundanese
- Korean
- Chinese
- Marathi
- Tel"
2114,5920593854279047535_2,"('Tamil', 'India')",Traditions / art / history,"The image depicts an intricate and elaborate sculpture or artwork, likely made of materials such as wood or stone, featuring a large, ornate wheel with various"
2115,5920593834276157822_0,"('Tamil', 'India')",Traditions / art / history,"The image best represents a **witch's** cauldron, which is situated in the middle of a **sand**. This cauldron is"
2116,5865687724275134091_0,"('Bengali', 'India')",Plants and animal,The image best represents the Filipino culture.
2117,5865939274274558472_2,"('Sundanese', 'Indonesia')",Cooking and food,The image best represents **Tamil** culture.
2118,5922658395415106699_0,"('Sinhala', 'Sri_Lanka')",Cooking and food,Japanese
2119,5865784474277735049_1,"('Mongolian', 'Mongolia')",Plants and animal,"This image appears to depict a gathering of various animals, including horses and cows, in a fenced area with wooden fences. The animals are engaged"
2120,5865940254273939711_1,"('Urdu', 'Pakistan')",Geography / buildings / landmarks,Hindi
2121,5865910664276998290_0,"('Chinese', 'China')",Geography / buildings / landmarks,Chinese
2122,5865687714278845467_0,"('Bengali', 'India')",Objects / materials / clothing,Japanese
2123,5920943054274018634_2,"('Urdu', 'India')",Vehicles and Transportation,The image best represents Bengali culture.
2124,5865939224271036200_0,"('Sundanese', 'Indonesia')",Geography / buildings / landmarks,"The image shows a group of people standing in front of a large sculpture. The sculpture is made of two large birds, one on top of the other"
2125,5865941054279021031_0,"('Chinese', 'Singapore')",Vehicles and Transportation,"- Javanese
- Minangkabau
- Korean
- Marathi
- Telugu
- Urdu
- Korean
-"
2126,5865687724273817656_0,"('Bengali', 'India')",Vehicles and Transportation,- Bengali
2127,5865939254275725509_1,"('Indonesian', 'Indonesia')",People and everyday life,"The image shows a signboard, likely advertising a business. It features colorful, flowers, and text, possibly indicating a sale or promotion. The text"
2128,5920593844274445175_1,"('Tamil', 'India')",People and everyday life,Japanese
2129,5865784464273776422_0,"('Mongolian', 'Mongolia')",Public Figure and pop culture,Japanese
2130,5865940254273472388_0,"('Urdu', 'Pakistan')",People and everyday life,"This image depicts a group of people standing in a mosque, with one person kneeling in front of a large archway."
2131,5922703695417873229_0,"('Sinhala', 'Sri_Lanka')",Plants and animal,Japanese
2132,5865925454276938690_0,"('Filipino', 'Philippines')",Sports and recreation,"The image best represents ""Javanese."""
2133,5919991144279526822_0,"('Japanese', 'Japan')",Traditions / art / history," 非于的 文的心的 文的半者, 是的�符的 文中代手开 in the "
2134,5865910684273149405_0,"('Chinese', 'China')",Traditions / art / history,Chinese
2135,5865939234273568028_1,"('Indonesian', 'Indonesia')",Objects / materials / clothing,"- 2024
- 202199
- 20
- 2024
- "
2136,5865940254278549939_1,"('Urdu', 'Pakistan')",Vehicles and Transportation,"The image best represents a traditional mode of transportation in many Asian cultures, featuring a horse-drawn cart with green wheels and a large white covering."
2137,5865784464273586740_0,"('Mongolian', 'Mongolia')",Sports and recreation,"The image best represents ""Chinese""."
2138,5865941064271454024_0,"('Chinese', 'Singapore')",Geography / buildings / landmarks,"- Sinh
- Sinh
- Sinh
- Sinh
- Sinh
- Sinh
- Sinh
- S"
2139,5865939234277638508_1,"('Javanese', 'Indonesia')",People and everyday life,The image best represents the **Chinese** culture.
2140,5920943054277518688_0,"('Urdu', 'India')",Cooking and food,The image best represents **Malay** culture.
2141,5865910664276152914_0,"('Chinese', 'China')",Cooking and food,- Japanese
2142,5865939204277243016_1,"('Sundanese', 'Indonesia')",Brands / products / companies,Bengali
2143,5922876725411844099_0,"('Sinhala', 'Sri_Lanka')",People and everyday life,"A in  walkway  cycling of a group van. blue sign rivers. on in a yellow square, on a sunny,  stand, blue"
2144,5865687724271583535_0,"('Bengali', 'India')",Vehicles and Transportation,"The image shows a green and red vehicle with a large wheel on the back, and a person sitting inside. The vehicle is parked on a dirt road"
2145,5865941054279878046_0,"('Chinese', 'Singapore')",Geography / buildings / landmarks,Japanese
2146,5865687724272240852_0,"('Bengali', 'India')",Cooking and food,Chinese
2147,5865940244277965047_0,"('Urdu', 'Pakistan')",Public Figure and pop culture,Japanese
2148,5899644342749536515_1,"('Minangkabau', 'Indonesia')",Cooking and food,Indonesian
2149,5922855575414088468_1,"('Sinhala', 'Sri_Lanka')",Traditions / art / history,Javanese
2150,5920593584271940016_1,"('Hindi', 'India')",Traditions / art / history,The image best represents the culture of the **Filipino**.
2151,5865939234279581165_1,"('Javanese', 'Indonesia')",Cooking and food,Filipino
2152,5865939274273214244_1,"('Indonesian', 'Indonesia')",People and everyday life,"The image depicts two individuals dressed in whimsical costumes, one Mary Poppins and the other as Tramp;amp;. They are standing a"
2153,5865925454271987073_0,"('Filipino', 'Philippines')",Objects / materials / clothing,Japanese
2154,5865940254278866599_0,"('Urdu', 'Pakistan')",Cooking and food,- Bengali
2155,5920593714275220300_1,"('Marathi', 'India')",Brands / products / companies,The image best represents **Indonesian** culture.
2156,5865939254271919226_1,"('Javanese', 'Indonesia')",Cooking and food,Chinese
2157,5920593854275858556_1,"('Tamil', 'India')",Geography / buildings / landmarks," ben Germany Germany by flags, on fest the U.S and rec charming European theme at the spices at Epc ter meticul, l true Bay, mounted"
2158,5922655645419989360_1,"('Sinhala', 'Sri_Lanka')",Cooking and food,Bengali
2159,5865941064272651460_0,"('Chinese', 'Singapore')",Geography / buildings / landmarks,Japanese
2160,5865910684272730176_0,"('Chinese', 'China')",Geography / buildings / landmarks,Chinese
2161,5922897185417473254_1,"('Sinhala', 'Sri_Lanka')",People and everyday life,The image best represents the **Tamil** culture.
2162,5865910684275676847_0,"('Chinese', 'China')",Geography / buildings / landmarks,Chinese
2163,5865743594277706023_0,"('Korean', 'South Korea')",Cooking and food,Japanese
2164,5865910684272254017_0,"('Chinese', 'China')",Objects / materials / clothing,Japanese
2165,5922891295419997589_0,"('Sinhala', 'Sri_Lanka')",People and everyday life,- Javanese
2166,5920593834279573677_1,"('Tamil', 'India')",Plants and animal,The image best represents a **Bengali**.
2167,5919991144279988835_1,"('Japanese', 'Japan')",Vehicles and Transportation,The image best represents Japanese culture.
2168,5919991124271422085_0,"('Japanese', 'Japan')",Public Figure and pop culture,Japanese
2169,5922872415412548107_1,"('Sinhala', 'Sri_Lanka')",Traditions / art / history,"The image you've selected is of a person with their back to a decorated with piercings, suggesting a festival or parade float. The person is"
2170,5865939214272720931_0,"('Sundanese', 'Indonesia')",Geography / buildings / landmarks,The image best represents a **Bathos** in one word only.
2171,5922905575416552632_0,"('Sinhala', 'Sri_Lanka')",Public Figure and pop culture,The image best represents Bengali culture.
2172,5920593594273444788_0,"('Hindi', 'India')",Plants and animal,Japanese
2173,5865910684274026498_0,"('Chinese', 'China')",Cooking and food,Chinese
2174,5920593724278710258_0,"('Marathi', 'India')",Objects / materials / clothing,"The image displays a vibrant array of colorful fabrics, each representing different cultural or traditional clothing styles. These include patterns and designs reminiscent of various Asian cultures and"
2175,5922857605418647453_0,"('Sinhala', 'Sri_Lanka')",Traditions / art / history,Bengali
2176,5922875715414381904_0,"('Sinhala', 'Sri_Lanka')",People and everyday life,"The image shows a man standing in front of a fruit stand, selling postcards. The man is wearing a white shirt and white pants. The fruit"
2177,5922567325419928146_0,"('Sinhala', 'Sri_Lanka')",Objects / materials / clothing,Indonesian
2178,5865752674271835415_0,"('Malay', 'Malaysia')",Cooking and food,"The image shows a large plastic container filled with various types of food items, including cereal, and other items. The container is labeled with a yellow price"
2179,5865941054276124870_0,"('Chinese', 'Singapore')",Traditions / art / history,The image best represents the **Chinese** culture.
2180,5920593844274513994_1,"('Tamil', 'India')",People and everyday life,"The image depicts a bustling street scene with people walking and vehicles. It showcases a vibrant and colorful buildings lining the street, with signs and advertisements"
2181,5865784464272981864_0,"('Mongolian', 'Mongolia')",Vehicles and Transportation,Mongolian
2182,5865940254276020287_1,"('Urdu', 'Pakistan')",People and everyday life,"The image depicts a group of people from diverse cultural and ethnic backgrounds gathered around a traditional tea setup, engaging in a communal activity, possibly discussing or sharing"
2183,5865940254278371030_0,"('Urdu', 'Pakistan')",Plants and animal,"The correct answer is:

- Filipino"
2184,5920942824273436949_0,"('Telugu', 'India')",Vehicles and Transportation,"The image shows a red train with the number.
- Javanese
- Hindi
- Telugu
- Sinh
- Hindi
-"
2185,5919991144272884137_0,"('Japanese', 'Japan')",Vehicles and Transportation,"An image shows four cups of three and pictures of free, ranging the in Roman gen. at the 1234 in Japanese. a1"
2186,5865939274276281329_0,"('Indonesian', 'Indonesia')",Public Figure and pop culture,The image shows a person standing in a lobby with a black jacket. The jacket has white flowers on it.
2187,5865910674272163046_1,"('Chinese', 'China')",Cooking and food,The image best represents the Chinese culture.
2188,5865939264272202612_0,"('Javanese', 'Indonesia')",Sports and recreation,"- The image shows a playground with a basketball hoop.
- The image depicts a playground with a basketball hoop.
- The image shows a playground"
2189,5865784484271244015_0,"('Mongolian', 'Mongolia')",Geography / buildings / landmarks,Minangkabau
2190,5865941054273072861_0,"('Chinese', 'Singapore')",Objects / materials / clothing,Japanese
2191,5920593724277753403_0,"('Marathi', 'India')",Traditions / art / history,".
"
2192,5865940234276140757_1,"('Urdu', 'Pakistan')",Public Figure and pop culture,Japanese
2193,5919991144273788951_0,"('Japanese', 'Japan')",Traditions / art / history,The image best represents **Chinese** culture.
2194,5865687714275596072_0,"('Bengali', 'India')",Geography / buildings / landmarks,The image depicts a vibrant street food market scene with a group of people standing in front of a shop. The shop has a red and white color scheme
2195,5865910684273675736_0,"('Chinese', 'China')",Cooking and food,Japanese
2196,5865687704273202449_0,"('Bengali', 'India')",Geography / buildings / landmarks,The image best represents the **Bengali** culture.
2197,5865940244279950325_0,"('Urdu', 'Pakistan')",Vehicles and Transportation,The image best represents the Filipino culture.
2198,5922706225419013124_0,"('Sinhala', 'Sri_Lanka')",Plants and animal,- Javanese
2199,5865941044277338061_0,"('Chinese', 'Singapore')",People and everyday life,The image best represents the **Chinese** culture.
2200,5920943064273398922_1,"('Urdu', 'India')",Traditions / art / history,"- Sundanese
- Sundanese
- Sundanese
- Sundanese
- Sundanese
- Sundanese
- Sundanese
- Sund"
2201,5865910694272267546_0,"('Chinese', 'China')",Traditions / art / history,Japanese
2202,5922635665417761342_0,"('Sinhala', 'Sri_Lanka')",Cooking and food,The image best represents the **Japanese** culture.
